soil_moisture,temperature,time,air_temperature,air_humidity,pressure,status
19,28,30,29.88,4.65,101.43,1
2,13,102,30.14,4.42,101.43,0
37,3,89,30.54,4.0,101.43,0
71,34,86,30.95,3.57,101.43,1
30,19,52,31.38,3.64,101.44,0
55,19,110,31.8,3.7,101.45,0
6,21,25,31.78,3.57,101.45,1
74,0,48,31.77,3.44,101.45,0
8,6,5,31.76,3.31,101.45,0
21,36,105,31.74,3.18,101.45,0
66,24,31,32.4,2.96,101.45,0
88,24,24,33.06,2.74,101.45,0
66,36,35,32.97,2.66,101.44,0
61,25,97,32.87,2.58,101.43,0
81,31,74,32.99,2.55,101.43,1
53,4,3,33.11,2.53,101.43,0
57,36,17,33.34,2.51,101.44,1
12,9,41,33.57,2.5,101.44,1
84,38,100,34.0,2.54,101.43,0
68,7,4,34.44,2.59,101.42,0
1,8,17,34.4,2.24,101.4,0
65,29,67,34.37,1.9,101.39,1
48,5,73,34.41,1.92,101.39,0
67,8,4,34.45,1.93,101.39,0
71,28,28,34.67,1.91,101.38,0
51,25,77,34.9,1.89,101.38,1
30,35,103,34.7,1.82,101.36,0
2,22,37,34.49,1.75,101.35,1
37,30,89,34.98,1.69,101.34,0
43,37,100,35.48,1.64,101.34,0
50,29,78,35.34,1.58,101.34,1
17,3,87,35.21,1.52,101.33,1
90,35,9,35.16,1.32,101.32,0
23,8,97,35.12,1.12,101.32,0
22,9,27,34.67,1.44,101.32,1
37,34,84,34.23,1.77,101.31,1
37,2,11,33.94,1.86,101.3,1
89,25,4,33.64,1.95,101.3,0
38,41,36,33.12,2.01,101.29,1
88,21,29,32.59,2.07,101.28,0
12,28,62,32.66,2.25,101.27,1
48,20,55,32.72,2.43,101.26,1
87,0,64,33.04,2.04,101.25,0
80,11,20,33.36,1.66,101.24,0
62,29,31,33.53,1.4,101.24,0
46,22,80,33.71,1.14,101.24,1
88,9,1,33.86,1.1,101.23,0
22,11,37,34.0,1.05,101.22,1
19,27,96,33.9,1.04,101.21,0
33,20,77,33.8,1.04,101.2,1
68,40,77,33.67,1.16,101.19,1
49,44,43,33.54,1.27,101.18,1
6,38,70,33.68,1.48,101.17,1
10,23,18,33.82,1.68,101.16,1
8,1,66,33.63,1.68,101.16,1
20,44,29,33.44,1.69,101.16,1
39,31,49,33.38,1.66,101.16,1
28,41,6,33.31,1.63,101.15,1
58,17,33,33.3,1.38,101.15,1
47,1,94,33.29,1.14,101.14,0
90,17,53,33.02,1.32,101.13,0
3,2,58,32.76,1.5,101.12,1
88,41,75,32.78,1.39,101.12,1
85,6,36,32.79,1.28,101.11,0
75,27,63,32.92,1.28,101.1,1
38,3,56,33.04,1.29,101.1,0
49,3,37,33.02,1.3,101.1,1
68,35,39,33.01,1.31,101.1,0
69,21,4,33.07,1.04,101.1,1
51,43,69,33.13,0.76,101.09,1
48,18,93,33.08,0.7,101.08,0
53,2,96,33.02,0.64,101.08,0
22,13,66,32.92,0.74,101.07,1
15,9,21,32.82,0.85,101.07,1
41,32,17,32.77,1.14,101.06,1
79,31,28,32.72,1.42,101.06,0
33,24,49,32.63,1.28,101.06,0
50,31,78,32.54,1.14,101.06,1
30,27,85,32.6,1.0,101.06,1
46,40,62,32.65,0.86,101.05,1
71,5,69,32.45,0.86,101.04,0
78,45,4,32.25,0.86,101.04,0
73,19,81,32.22,0.84,101.04,1
14,4,104,32.19,0.81,101.04,0
59,20,30,32.17,0.7,101.04,1
15,38,70,32.15,0.59,101.03,1
81,21,29,32.06,0.89,101.02,0
54,42,42,31.97,1.19,101.02,1
60,34,54,31.84,1.06,101.02,1
42,1,54,31.72,0.93,101.01,0
49,10,98,31.64,1.04,101.0,0
55,27,9,31.57,1.16,101.0,1
43,27,55,31.52,1.3,101.0,1
48,16,57,31.47,1.43,101.0,1
35,32,28,31.37,1.42,101.0,1
76,17,22,31.27,1.42,101.01,0
20,37,9,31.06,1.26,101.0,1
5,20,48,30.84,1.1,101.0,1
48,4,97,30.68,1.24,101.0,0
53,27,0,30.52,1.38,101.0,1
18,11,56,30.36,1.52,101.0,1
71,24,35,30.2,1.66,101.0,0
7,2,0,29.96,2.06,101.0,0
89,22,13,29.72,2.47,101.01,0
85,11,52,29.55,2.62,101.02,0
71,41,3,29.38,2.76,101.02,0
85,26,9,29.08,2.76,101.02,0
2,37,98,28.78,2.77,101.02,0
29,36,77,28.58,2.65,101.02,1
60,18,14,28.39,2.53,101.03,0
46,21,38,28.18,2.53,101.04,1
89,10,77,27.96,2.53,101.04,0
76,20,2,27.7,2.74,101.05,0
72,36,59,27.45,2.95,101.06,1
18,15,24,27.18,3.27,101.06,1
29,9,17,26.9,3.59,101.06,0
56,20,62,26.62,3.91,101.05,1
59,39,85,26.35,4.23,101.05,1
45,42,51,26.11,4.93,101.05,1
31,2,40,25.87,5.63,101.05,1
2,2,51,25.84,5.87,101.06,1
74,9,9,25.81,6.11,101.08,0
48,3,4,25.54,6.91,101.09,0
1,38,100,25.26,7.71,101.1,0
43,9,30,25.28,7.66,101.12,0
28,0,6,25.31,7.62,101.13,0
30,14,24,25.26,7.82,101.14,1
20,7,104,25.22,8.02,101.14,0
14,40,36,25.12,8.57,101.15,1
86,22,38,25.02,9.13,101.16,0
47,40,9,24.96,9.58,101.16,1
28,44,50,24.91,10.03,101.17,1
27,27,5,24.74,10.19,101.19,1
84,44,41,24.57,10.35,101.21,1
32,37,51,24.39,10.43,101.22,1
56,27,65,24.21,10.51,101.22,1
53,4,29,24.11,10.78,101.24,1
79,23,88,24.01,11.06,101.25,1
37,45,20,23.95,11.08,101.26,1
23,29,6,23.89,11.1,101.28,1
25,4,10,23.67,11.68,101.28,1
43,39,92,23.45,12.27,101.27,0
43,33,69,23.3,12.64,101.27,1
44,10,77,23.15,13.01,101.27,1
69,37,5,22.8,14.4,101.28,1
30,15,50,22.46,15.8,101.29,1
71,21,76,21.69,18.59,101.3,1
59,15,89,20.92,21.38,101.31,1
54,28,65,20.46,23.44,101.31,1
66,20,47,20.0,25.5,101.32,1
76,6,87,19.53,27.56,101.32,0
13,32,6,19.07,29.62,101.32,1
55,2,88,18.78,33.3,101.32,0
45,19,13,18.49,36.98,101.32,1
60,19,2,18.4,38.71,101.32,1
10,38,34,18.3,40.44,101.33,1
39,24,92,18.44,41.26,101.34,0
67,34,16,18.58,42.07,101.34,0
67,31,25,18.34,44.31,101.34,0
9,0,30,18.09,46.55,101.34,0
74,0,92,17.87,48.2,101.34,0
43,45,29,17.64,49.85,101.35,1
5,35,55,17.48,50.66,101.35,1
60,42,98,17.32,51.46,101.35,0
22,28,35,17.16,52.26,101.35,1
78,1,45,17.0,53.06,101.35,0
15,19,52,17.11,53.95,101.35,1
63,38,17,17.22,54.84,101.36,0
64,15,24,17.28,54.7,101.36,0
79,33,82,17.34,54.57,101.36,1
59,33,47,17.41,54.43,101.35,1
31,44,9,17.47,54.3,101.35,1
17,0,24,17.53,54.16,101.35,0
87,0,3,17.92,49.74,101.35,0
89,42,42,18.3,45.32,101.35,1
66,4,33,18.21,44.74,101.34,0
56,24,48,18.12,44.16,101.34,1
14,1,63,18.1,43.17,101.34,1
19,31,24,18.08,42.18,101.34,1
3,37,29,18.2,39.95,101.34,1
71,31,54,18.33,37.72,101.34,1
74,16,50,18.42,35.2,101.34,1
21,35,80,18.51,32.68,101.35,1
87,10,13,18.57,30.62,101.35,0
22,22,96,18.62,28.56,101.36,0
86,11,78,18.51,28.4,101.36,0
3,24,95,18.4,28.24,101.36,0
31,16,3,18.4,27.62,101.35,1
16,32,87,18.39,26.99,101.35,1
87,4,40,18.42,26.06,101.34,0
4,12,10,18.44,25.13,101.34,1
54,30,49,18.52,24.14,101.34,1
11,39,27,18.59,23.14,101.33,1
41,21,58,18.64,22.22,101.32,0
89,27,34,18.69,21.29,101.31,0
2,35,8,18.82,20.79,101.3,1
76,42,86,18.94,20.29,101.3,1
29,6,52,18.94,20.45,101.3,0
9,32,96,18.93,20.62,101.3,0
67,27,110,18.96,20.93,101.3,0
78,9,48,18.99,21.24,101.29,1
12,10,100,18.84,21.72,101.28,0
22,42,63,18.7,22.2,101.28,1
40,5,32,18.59,22.5,101.28,1
85,24,99,18.48,22.8,101.27,0
54,18,9,18.37,23.11,101.26,1
76,37,63,18.26,23.41,101.26,1
30,9,7,18.02,24.06,101.26,0
28,14,12,17.79,24.7,101.25,1
33,6,33,17.91,24.15,101.25,1
47,36,53,18.03,23.6,101.25,1
27,42,68,18.03,23.28,101.24,1
73,8,17,18.02,22.96,101.24,0
7,44,93,17.91,22.76,101.24,0
49,18,86,17.8,22.57,101.24,0
83,20,2,17.66,22.48,101.24,0
8,5,41,17.53,22.4,101.24,1
85,44,47,17.48,22.46,101.24,1
36,25,44,17.43,22.52,101.24,1
18,38,52,17.4,22.62,101.24,1
66,3,31,17.37,22.73,101.23,0
89,23,23,17.34,22.83,101.23,0
48,33,51,17.54,22.87,101.23,1
57,10,78,17.74,22.91,101.23,1
1,11,7,18.1,21.76,101.23,1
53,23,56,18.45,20.61,101.23,0
37,21,20,18.62,19.95,101.23,1
65,6,98,18.8,19.29,101.23,0
35,9,15,18.77,19.33,101.22,0
23,38,61,18.74,19.37,101.22,1
69,15,81,18.76,19.27,101.22,0
45,3,74,18.77,19.18,101.22,0
7,45,34,18.72,19.09,101.22,1
21,42,6,18.66,19.0,101.23,1
36,6,25,18.64,18.7,101.23,1
64,5,103,18.62,18.4,101.23,0
8,7,24,18.58,18.18,101.24,1
59,30,55,18.55,17.97,101.24,1
8,14,60,18.42,18.01,101.24,1
19,42,7,18.29,18.05,101.23,1
63,8,106,18.18,17.92,101.24,0
64,40,60,18.08,17.79,101.24,1
81,39,38,17.98,17.68,101.24,0
3,39,43,17.88,17.58,101.25,1
56,37,17,17.88,17.3,101.26,1
41,31,34,17.88,17.01,101.26,1
44,11,40,18.0,16.48,101.26,0
29,38,20,18.13,15.96,101.27,1
43,6,26,18.1,15.95,101.28,1
5,30,31,18.08,15.94,101.28,1
2,41,80,18.04,16.04,101.28,1
64,5,80,18.01,16.13,101.29,1
45,40,100,17.98,16.23,101.29,0
68,45,1,17.94,16.32,101.29,1
36,20,28,17.9,16.42,101.3,1
78,32,51,17.87,16.51,101.3,1
53,5,27,17.76,16.89,101.3,1
53,34,87,17.64,17.27,101.31,1
17,25,81,17.57,17.48,101.32,1
32,36,105,17.5,17.69,101.32,0
39,26,93,17.45,18.04,101.32,0
18,35,15,17.4,18.38,101.32,1
66,9,30,17.62,18.55,101.32,0
64,9,11,17.84,18.72,101.33,0
67,11,17,18.24,18.55,101.34,0
15,20,20,18.63,18.37,101.35,1
19,11,12,19.11,18.38,101.35,1
89,34,16,19.59,18.4,101.36,0
64,33,67,20.19,17.72,101.36,1
42,32,34,20.78,17.04,101.37,1
68,13,16,21.3,16.26,101.37,0
74,45,13,21.82,15.49,101.37,0
76,20,32,22.34,14.71,101.38,0
19,32,75,22.86,13.94,101.38,1
16,19,108,23.38,13.16,101.38,0
41,10,47,23.93,12.5,101.38,0
90,13,95,24.48,11.83,101.39,0
3,27,4,24.8,11.46,101.39,1
17,45,43,25.13,11.08,101.39,1
89,31,71,25.52,10.74,101.4,1
8,8,108,25.92,10.39,101.41,0
5,38,40,26.23,10.32,101.42,1
10,1,89,26.54,10.24,101.43,1
77,13,110,26.86,9.98,101.43,0
12,45,8,27.17,9.73,101.43,1
83,30,86,27.89,9.32,101.44,1
7,8,59,28.61,8.92,101.44,1
57,9,52,28.88,8.37,101.44,1
19,41,80,29.15,7.82,101.44,1
80,18,93,29.28,7.39,101.44,0
77,8,89,29.41,6.95,101.43,0
36,35,28,29.44,6.76,101.43,1
32,44,71,29.48,6.58,101.43,1
60,5,34,29.78,6.35,101.43,0
6,10,2,30.07,6.12,101.43,0
42,36,17,30.47,5.78,101.44,1
90,31,7,30.87,5.45,101.44,0
65,42,91,30.91,5.36,101.44,0
52,34,49,30.95,5.26,101.45,1
71,19,2,30.99,5.16,101.46,0
32,39,22,31.03,5.07,101.46,1
73,40,19,31.28,5.07,101.46,0
77,2,75,31.53,5.08,101.46,0
8,18,11,31.78,5.08,101.45,1
61,12,9,32.03,5.08,101.45,1
71,15,91,32.12,4.87,101.45,0
87,41,47,32.2,4.66,101.45,1
70,33,64,32.3,4.52,101.45,1
36,35,49,32.41,4.38,101.45,1
15,10,19,32.57,4.31,101.44,1
78,2,21,32.73,4.25,101.43,0
46,34,19,32.83,4.09,101.42,1
41,30,6,32.93,3.93,101.41,1
81,44,8,33.01,3.92,101.4,0
1,44,52,33.09,3.91,101.39,1
83,28,34,32.96,3.96,101.38,0
40,40,52,32.82,4.0,101.38,1
75,39,40,33.28,3.72,101.37,1
35,15,87,33.74,3.44,101.36,1
51,3,42,33.67,3.56,101.34,0
69,35,46,33.59,3.67,101.31,1
87,10,97,32.88,3.95,101.3,0
89,10,94,32.17,4.23,101.3,0
31,0,14,31.6,4.54,101.3,0
66,15,11,31.04,4.85,101.29,0
48,16,20,31.13,4.89,101.28,1
79,10,29,31.22,4.93,101.27,0
9,19,79,31.52,4.85,101.26,1
52,33,14,31.82,4.77,101.26,1
87,35,65,31.16,4.84,101.25,1
1,24,11,30.5,4.91,101.24,0
48,44,10,31.05,4.66,101.24,1
90,37,10,31.6,4.42,101.24,0
7,17,75,32.1,3.84,101.21,1
59,26,64,32.48,3.81,101.2,0
7,3,26,32.87,3.78,101.18,1
57,32,24,32.87,3.46,101.18,0
51,2,12,32.87,3.14,101.18,0
19,34,103,32.23,3.58,101.17,0
84,35,9,31.59,4.02,101.16,0
68,0,88,31.54,4.1,101.16,0
44,3,86,31.5,4.17,101.15,0
25,18,50,31.16,4.14,101.15,1
37,22,6,30.83,4.11,101.14,1
66,41,64,31.18,4.22,101.14,1
80,20,1,31.54,4.33,101.14,0
9,15,79,31.79,4.05,101.13,1
66,12,18,32.04,3.77,101.12,0
82,40,76,32.18,3.54,101.12,1
36,1,108,32.32,3.31,101.12,0
55,31,107,32.41,3.48,101.12,0
82,21,101,32.5,3.65,101.11,0
55,45,76,32.19,3.71,101.1,1
32,28,24,31.88,3.77,101.09,1
90,14,89,31.92,3.76,101.08,0
65,21,35,31.97,3.74,101.08,0
71,43,92,32.08,3.5,101.07,0
3,25,1,32.19,3.26,101.07,1
24,36,61,32.06,3.44,101.06,1
15,16,59,31.94,3.63,101.06,1
77,28,66,31.86,3.81,101.06,1
82,38,13,31.79,3.99,101.07,0
1,36,52,31.8,3.94,101.06,1
51,41,88,31.8,3.88,101.06,1
10,39,63,31.52,3.97,101.06,1
89,28,93,31.24,4.06,101.06,0
54,24,5,30.96,4.15,101.05,1
70,17,53,30.68,4.24,101.05,0
71,38,36,31.0,4.07,101.04,0
59,34,28,31.33,3.9,101.04,1
71,41,101,31.06,3.86,101.04,0
10,24,53,30.78,3.81,101.04,1
65,8,101,30.5,4.0,101.05,0
68,7,18,30.23,4.18,101.06,0
54,40,109,29.96,4.36,101.07,0
49,26,2,29.68,4.55,101.08,1
54,18,64,29.38,4.58,101.08,0
12,25,24,29.07,4.61,101.08,0
30,18,71,29.44,4.56,101.07,0
50,15,92,29.8,4.51,101.07,0
7,41,61,29.83,4.6,101.08,1
16,33,85,29.85,4.68,101.09,1
73,22,6,29.64,4.94,101.09,0
77,38,19,29.43,5.2,101.09,0
7,45,52,28.94,5.58,101.1,1
52,36,52,28.46,5.96,101.1,1
57,26,20,28.36,5.77,101.1,1
9,45,14,28.27,5.58,101.1,1
63,45,8,28.04,5.83,101.11,1
1,31,107,27.8,6.08,101.12,0
9,30,10,27.76,5.96,101.12,1
17,29,58,27.73,5.84,101.11,1
44,28,109,27.54,6.36,101.12,0
89,38,4,27.35,6.89,101.12,0
64,16,51,27.26,6.76,101.13,1
14,12,10,27.16,6.62,101.14,1
13,14,53,27.04,6.56,101.15,1
52,31,0,26.91,6.49,101.16,1
57,18,82,26.74,6.74,101.17,0
7,39,63,26.57,6.98,101.18,1
39,21,21,26.48,7.19,101.19,1
78,35,12,26.39,7.4,101.2,0
47,20,31,26.26,7.69,101.21,1
62,22,69,26.12,7.98,101.22,1
13,28,56,26.0,8.16,101.23,1
80,35,58,25.87,8.34,101.24,1
32,16,3,25.78,8.56,101.25,1
90,17,49,25.69,8.77,101.26,1
75,24,19,25.58,8.95,101.26,0
10,14,100,25.46,9.13,101.27,0
55,13,88,25.48,9.09,101.28,1
73,0,45,25.5,9.05,101.28,0
29,43,34,25.37,9.37,101.29,1
24,22,41,25.23,9.68,101.29,1
30,26,22,25.1,10.0,101.3,1
19,28,32,24.98,10.34,101.3,1
29,21,66,24.85,10.67,101.31,1
42,44,29,24.68,11.01,101.31,1
31,6,42,24.52,11.35,101.31,0
48,42,91,24.26,12.26,101.32,0
62,43,103,24.01,13.16,101.33,0
12,13,106,24.0,13.14,101.34,0
85,27,7,23.98,13.11,101.35,0
9,18,3,24.01,13.38,101.36,1
45,45,63,24.04,13.64,101.36,1
86,11,98,24.06,13.91,101.37,0
47,16,3,24.09,14.18,101.38,1
45,9,84,24.03,14.4,101.38,0
60,21,33,23.97,14.63,101.39,0
77,12,78,23.89,15.04,101.4,0
56,15,16,23.81,15.44,101.4,1
8,37,54,23.68,15.98,101.4,1
8,23,1,23.55,16.52,101.41,1
35,32,84,23.5,16.67,101.4,1
6,36,53,23.45,16.82,101.4,1
72,27,39,23.3,17.46,101.4,0
8,43,76,23.16,18.11,101.39,1
76,18,53,23.01,18.54,101.4,0
34,8,8,22.86,18.97,101.41,0
63,43,3,22.83,18.89,101.42,1
14,3,10,22.8,18.81,101.43,1
74,9,47,22.74,18.83,101.44,1
41,6,11,22.69,18.85,101.44,1
90,22,93,22.61,18.87,101.44,0
44,6,107,22.53,18.89,101.45,0
12,33,55,22.51,18.55,101.46,1
13,18,61,22.49,18.2,101.46,1
21,29,40,22.41,17.83,101.46,1
69,27,44,22.33,17.47,101.46,1
60,33,49,22.32,16.81,101.46,1
84,16,74,22.32,16.15,101.46,1
21,45,40,22.3,15.68,101.46,1
62,34,39,22.27,15.22,101.47,0
67,19,66,22.2,15.06,101.48,0
69,36,109,22.13,14.89,101.49,0
55,9,66,22.04,14.72,101.49,0
78,37,34,21.94,14.54,101.49,0
30,37,37,21.85,14.39,101.49,1
67,43,91,21.76,14.24,101.49,0
58,40,108,21.53,15.09,101.5,0
66,24,0,21.3,15.94,101.5,1
70,31,10,21.23,16.3,101.5,0
2,9,106,21.17,16.66,101.49,0
20,12,109,21.1,17.02,101.49,0
79,4,30,21.03,17.38,101.49,0
80,37,82,20.97,17.74,101.48,1
72,5,10,20.9,18.1,101.48,0
60,34,33,20.79,18.44,101.48,0
16,6,6,20.67,18.78,101.48,0
9,29,2,20.56,19.13,101.47,1
39,22,0,20.45,19.47,101.47,1
83,45,50,20.29,20.3,101.48,1
39,13,64,20.13,21.14,101.48,1
55,30,47,19.97,21.84,101.48,0
24,43,10,19.81,22.53,101.47,1
69,2,104,19.68,22.84,101.48,0
62,45,44,19.56,23.16,101.48,1
18,16,110,19.5,23.03,101.47,0
35,17,2,19.44,22.9,101.46,1
59,16,62,19.44,22.94,101.46,0
30,33,47,19.43,22.99,101.46,1
37,8,106,19.38,23.28,101.45,0
51,14,8,19.34,23.57,101.44,1
42,36,6,19.31,23.17,101.44,1
57,38,28,19.28,22.77,101.44,1
61,18,24,19.37,21.98,101.43,0
68,3,0,19.46,21.19,101.42,0
21,13,25,19.41,21.22,101.42,1
43,16,62,19.36,21.24,101.41,1
6,5,65,19.34,21.18,101.41,1
66,6,59,19.31,21.11,101.41,0
87,23,78,19.29,21.05,101.41,0
18,39,92,19.2,21.14,101.4,0
67,28,107,19.1,21.22,101.4,0
79,2,101,19.05,21.28,101.4,0
42,38,77,18.99,21.34,101.41,1
11,12,87,18.94,21.5,101.41,1
9,44,53,18.89,21.66,101.41,1
21,18,49,18.83,21.8,101.4,0
57,7,81,18.76,21.94,101.4,1
52,36,71,18.71,22.01,101.4,1
89,28,60,18.66,22.08,101.4,1
1,22,5,18.54,22.4,101.4,1
77,13,109,18.41,22.72,101.4,0
85,19,35,18.38,22.55,101.4,0
38,32,73,18.34,22.38,101.41,1
9,0,24,18.31,21.84,101.41,0
10,0,94,18.28,21.31,101.41,0
27,17,105,18.24,20.76,101.41,0
31,5,31,18.21,20.21,101.41,1
24,17,25,18.19,19.92,101.41,1
6,33,48,18.16,19.62,101.41,1
67,29,45,18.15,19.27,101.41,1
46,44,45,18.14,18.93,101.41,1
3,25,83,18.14,18.7,101.4,1
12,35,48,18.13,18.47,101.4,1
73,21,61,18.03,18.54,101.4,0
74,32,25,17.93,18.62,101.4,0
72,37,1,17.84,18.75,101.4,0
87,13,2,17.74,18.88,101.4,0
1,26,63,17.61,19.24,101.4,1
69,14,110,17.48,19.59,101.41,0
29,32,101,17.34,20.24,101.4,0
25,3,1,17.2,20.89,101.4,0
86,7,26,17.13,20.78,101.4,0
44,25,109,17.06,20.66,101.4,0
20,6,86,16.99,20.54,101.4,1
70,20,11,16.92,20.43,101.4,0
38,29,3,16.88,20.51,101.41,1
81,7,107,16.83,20.59,101.42,0
45,10,11,16.76,20.84,101.44,1
35,23,17,16.69,21.08,101.46,1
73,8,75,16.61,21.04,101.46,0
85,16,40,16.53,21.0,101.47,0
33,42,22,16.42,21.37,101.48,1
52,35,61,16.32,21.74,101.48,1
26,36,9,16.26,21.83,101.48,1
41,1,21,16.21,21.92,101.47,0
83,39,47,16.12,21.69,101.48,1
13,6,33,16.04,21.46,101.48,1
52,24,59,15.98,21.33,101.49,1
37,0,43,15.93,21.2,101.5,0
75,17,6,15.87,21.07,101.51,0
72,36,40,15.82,20.94,101.51,1
46,2,11,15.77,20.81,101.51,1
66,41,66,15.75,20.58,101.52,1
39,32,91,15.73,20.34,101.52,0
57,8,63,15.83,19.93,101.52,0
31,4,108,15.93,19.52,101.53,0
72,28,37,15.8,20.02,101.54,0
36,43,64,15.67,20.51,101.54,1
73,34,56,15.84,20.6,101.54,1
5,37,53,16.02,20.7,101.55,1
9,30,98,16.5,20.4,101.56,0
29,23,27,16.98,20.09,101.57,1
45,34,46,17.33,20.23,101.58,1
48,17,73,17.67,20.37,101.59,0
14,27,95,18.08,20.34,101.59,0
7,6,98,18.49,20.31,101.59,0
13,29,57,18.97,19.9,101.6,1
70,27,17,19.45,19.48,101.6,0
35,4,14,19.94,18.84,101.6,1
86,31,94,20.43,18.21,101.61,0
13,7,96,21.11,17.32,101.62,0
8,16,44,21.79,16.42,101.62,1
42,7,10,22.47,15.52,101.62,1
69,30,6,23.15,14.63,101.63,1
20,26,48,23.62,13.76,101.64,1
52,3,54,24.09,12.88,101.65,0
71,41,82,24.51,12.16,101.66,1
63,14,36,24.92,11.45,101.67,0
4,20,82,25.36,10.8,101.67,1
60,26,23,25.8,10.15,101.67,0
54,27,86,26.16,9.66,101.67,1
83,15,70,26.51,9.18,101.67,0
27,6,66,26.77,9.08,101.68,0
35,17,61,27.03,8.98,101.69,1
37,44,84,26.85,8.82,101.7,1
12,37,82,26.67,8.66,101.7,1
24,16,47,26.84,8.52,101.7,0
55,30,102,27.02,8.37,101.71,0
21,0,67,27.54,8.2,101.71,0
28,18,34,28.06,8.02,101.71,1
12,42,18,28.17,7.72,101.71,1
70,7,95,28.29,7.42,101.71,0
10,12,20,28.56,7.42,101.71,1
32,9,35,28.84,7.43,101.71,1
36,28,50,28.85,7.18,101.72,1
36,14,9,28.86,6.92,101.72,1
40,12,8,28.82,6.84,101.71,1
81,38,60,28.78,6.75,101.7,1
60,15,21,29.16,6.45,101.7,0
63,36,27,29.55,6.15,101.69,0
52,13,9,29.6,6.02,101.68,1
12,8,94,29.64,5.88,101.68,0
31,0,61,30.02,5.92,101.67,0
70,30,71,30.39,5.96,101.66,1
77,31,36,30.74,5.86,101.66,0
65,18,86,31.08,5.76,101.65,0
42,14,36,31.25,5.68,101.64,1
79,43,16,31.42,5.61,101.62,0
84,6,36,31.27,5.5,101.61,0
52,21,58,31.12,5.38,101.6,1
58,12,35,31.18,5.38,101.6,1
65,34,41,31.24,5.37,101.6,1
49,25,89,31.26,5.36,101.6,1
32,39,0,31.28,5.35,101.59,1
1,11,3,31.31,5.33,101.58,1
4,11,87,31.33,5.32,101.58,1
30,45,40,31.06,5.51,101.57,1
67,43,37,30.79,5.7,101.56,0
89,19,77,30.52,5.88,101.55,1
63,28,49,30.25,6.07,101.54,1
24,33,104,30.17,6.1,101.53,0
70,6,10,30.08,6.12,101.52,0
37,23,91,30.0,6.15,101.51,0
45,30,46,29.92,6.18,101.5,1
65,34,97,30.16,6.15,101.49,0
1,44,55,30.41,6.13,101.48,1
88,22,72,30.46,5.99,101.47,1
63,37,83,30.51,5.85,101.46,1
9,23,73,30.56,5.71,101.44,1
56,33,24,30.61,5.57,101.43,0
20,5,39,30.65,5.52,101.42,1
14,11,6,30.69,5.48,101.4,1
80,31,41,30.73,5.44,101.39,1
72,44,73,30.77,5.39,101.38,1
86,25,106,30.68,5.08,101.38,0
29,38,108,30.59,4.77,101.37,0
61,11,16,30.66,4.9,101.36,0
70,18,103,30.72,5.04,101.36,0
24,3,46,30.84,5.18,101.35,0
8,11,44,30.95,5.31,101.35,1
63,21,51,30.94,5.16,101.34,0
63,7,110,30.94,5.01,101.32,0
21,36,110,30.94,4.86,101.31,0
70,19,10,30.93,4.71,101.3,0
46,42,93,30.86,4.7,101.3,0
63,34,77,30.79,4.68,101.29,1
66,32,91,31.02,4.69,101.29,0
90,42,57,31.25,4.7,101.29,1
44,33,110,31.22,4.5,101.28,0
73,4,100,31.18,4.29,101.26,0
7,35,61,31.16,4.08,101.26,1
4,23,58,31.14,3.87,101.26,1
59,28,9,31.14,3.68,101.26,1
58,14,69,31.13,3.49,101.26,0
1,10,60,30.9,3.74,101.26,1
5,36,26,30.67,4.0,101.26,1
87,2,98,30.75,4.18,101.26,0
34,24,110,30.83,4.36,101.25,0
27,0,54,30.8,4.54,101.25,0
41,39,70,30.76,4.73,101.25,1
39,23,40,30.66,4.8,101.24,1
4,45,40,30.55,4.86,101.24,1
3,5,62,30.52,5.12,101.24,1
35,13,73,30.49,5.37,101.25,0
82,12,19,30.4,6.02,101.25,0
90,33,9,30.32,6.68,101.25,0
5,31,76,30.23,6.68,101.26,1
90,40,87,30.14,6.68,101.26,1
42,15,74,30.04,6.67,101.26,0
54,14,52,29.95,6.67,101.27,1
41,17,34,29.77,6.62,101.27,1
46,43,11,29.59,6.57,101.26,1
68,11,29,29.41,6.52,101.26,0
57,10,5,29.23,6.47,101.26,0
21,8,29,29.14,6.65,101.27,0
49,4,62,29.04,6.83,101.28,0
16,9,26,28.86,7.0,101.28,0
64,14,41,28.67,7.16,101.28,1
32,34,70,28.52,7.02,101.28,1
28,5,30,28.37,6.88,101.28,1
45,27,94,28.2,7.06,101.28,0
14,45,108,28.04,7.23,101.28,0
35,25,67,27.83,7.58,101.28,1
1,27,103,27.62,7.92,101.27,0
90,13,25,27.44,7.66,101.28,0
69,25,29,27.27,7.4,101.28,0
86,42,79,27.1,7.45,101.28,1
60,35,101,26.94,7.5,101.28,0
4,15,98,26.78,7.56,101.28,0
41,3,24,26.63,7.61,101.28,1
72,43,89,26.46,7.81,101.29,1
50,32,110,26.28,8.01,101.3,0
40,8,106,26.12,8.35,101.3,0
45,19,13,25.95,8.69,101.31,1
17,11,78,25.88,8.72,101.32,1
26,4,60,25.82,8.74,101.33,0
84,31,106,25.56,9.18,101.33,0
86,19,34,25.31,9.62,101.33,0
19,27,43,25.17,9.8,101.34,1
58,3,16,25.04,9.99,101.34,1
60,35,57,24.82,10.74,101.34,1
25,34,40,24.59,11.5,101.35,1
8,26,6,24.42,11.94,101.35,1
90,44,19,24.26,12.39,101.36,0
86,15,98,24.22,12.2,101.38,0
